,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
7154,7154,urban,1,0.63,60,dim,rainy,False,True,morning,False,True,1.0,0.43
17025,17025,highway,4,0.86,35,daylight,clear,True,True,afternoon,False,False,1.0,0.35
23016,23016,highway,1,0.39,70,night,clear,False,False,afternoon,True,False,2.0,0.51
1450,1450,rural,1,0.78,60,night,clear,True,False,afternoon,False,False,0.0,0.74
37830,37830,rural,3,0.59,45,dim,foggy,True,True,afternoon,False,False,0.0,0.3
18247,18247,urban,1,0.71,60,dim,clear,True,True,evening,False,True,0.0,0.35
12312,12312,urban,2,0.37,70,dim,foggy,False,False,afternoon,False,False,1.0,0.48
1576,1576,urban,3,0.48,70,dim,rainy,True,False,evening,True,False,2.0,0.4
21225,21225,urban,3,0.53,70,night,rainy,True,False,afternoon,True,False,4.0,0.71
39641,39641,highway,2,0.04,35,daylight,rainy,False,False,afternoon,True,True,1.0,0.07
563,563,rural,1,0.97,45,night,foggy,False,True,evening,True,False,3.0,0.69
5479,5479,urban,4,0.84,60,daylight,rainy,True,True,evening,False,False,2.0,0.59
39077,39077,highway,1,0.97,35,daylight,clear,True,False,morning,False,False,2.0,0.31
19449,19449,urban,4,0.75,25,night,foggy,False,True,afternoon,True,True,2.0,0.6
3111,3111,rural,2,0.76,60,night,clear,False,False,evening,False,True,0.0,0.57
30380,30380,highway,3,0.59,45,night,clear,True,True,afternoon,False,False,1.0,0.39
7943,7943,highway,2,0.13,45,daylight,clear,False,False,afternoon,True,True,1.0,0.05
16113,16113,highway,2,0.39,60,daylight,foggy,False,True,afternoon,True,False,1.0,0.39
21194,21194,highway,1,0.62,60,daylight,clear,True,False,evening,False,True,2.0,0.48
40446,40446,rural,1,0.35,60,dim,foggy,False,False,afternoon,False,True,0.0,0.38
28500,28500,urban,4,0.24,45,night,rainy,True,True,afternoon,False,True,0.0,0.48
33116,33116,urban,3,0.25,35,daylight,clear,True,True,morning,False,True,0.0,0.09
19806,19806,highway,2,0.28,45,dim,clear,False,False,morning,True,False,2.0,0.07
7448,7448,urban,2,0.2,25,daylight,foggy,True,True,evening,False,True,0.0,0.14
1032,1032,rural,3,0.89,35,night,clear,False,False,morning,True,False,0.0,0.49
34483,34483,urban,2,0.58,45,daylight,rainy,True,True,evening,False,False,3.0,0.43
11789,11789,rural,4,0.6,45,daylight,clear,True,False,morning,True,True,2.0,0.27
16782,16782,urban,1,0.35,70,daylight,rainy,True,False,evening,False,False,1.0,0.34
37482,37482,urban,1,0.98,35,daylight,clear,True,False,afternoon,False,True,1.0,0.33
25910,25910,highway,3,0.95,70,daylight,foggy,False,False,afternoon,True,False,3.0,0.6
5033,5033,highway,2,0.8,45,night,clear,False,False,evening,True,False,1.0,0.44
9568,9568,rural,4,0.34,45,night,rainy,True,False,morning,True,True,2.0,0.37
24174,24174,rural,2,0.12,60,dim,foggy,False,True,afternoon,True,True,2.0,0.27
10944,10944,rural,1,0.61,35,daylight,clear,True,False,evening,False,True,0.0,0.15
6842,6842,rural,3,0.37,25,daylight,clear,False,True,morning,False,False,2.0,0.06
39222,39222,urban,3,0.78,45,dim,rainy,True,False,morning,True,True,1.0,0.45
20158,20158,rural,3,0.52,45,dim,rainy,False,True,afternoon,False,False,0.0,0.18
16738,16738,urban,1,0.14,45,night,clear,True,False,afternoon,False,True,1.0,0.24
32549,32549,urban,2,0.49,60,daylight,clear,False,True,evening,True,True,0.0,0.38
18656,18656,rural,3,0.8,70,night,clear,True,False,afternoon,False,True,3.0,0.69
5148,5148,rural,1,0.43,70,dim,clear,False,False,evening,True,False,0.0,0.2
2678,2678,rural,2,0.59,70,night,clear,False,False,afternoon,False,True,3.0,0.69
5478,5478,rural,3,0.08,35,daylight,clear,True,False,afternoon,False,True,1.0,0.03
39547,39547,urban,1,0.48,45,night,rainy,True,True,morning,True,True,0.0,0.45
24932,24932,urban,1,0.3,70,daylight,clear,True,False,morning,False,True,1.0,0.27
6329,6329,urban,4,0.81,60,night,clear,True,False,afternoon,False,True,2.0,0.59
6291,6291,rural,1,0.8,35,dim,foggy,False,True,morning,True,True,2.0,0.24
36720,36720,highway,3,0.66,35,dim,rainy,True,True,evening,False,False,1.0,0.31
26034,26034,urban,2,0.07,35,dim,foggy,False,True,morning,True,False,1.0,0.13
17030,17030,highway,4,0.73,70,night,clear,True,True,afternoon,False,True,2.0,0.64
35214,35214,highway,1,0.34,35,dim,rainy,False,True,evening,True,False,1.0,0.26
38509,38509,highway,4,0.1,45,dim,clear,True,False,morning,True,False,2.0,0.05
32732,32732,highway,4,0.14,70,daylight,rainy,True,True,evening,True,True,0.0,0.32
3825,3825,highway,3,0.88,35,daylight,rainy,False,True,morning,False,True,3.0,0.44
27120,27120,urban,2,0.35,70,dim,clear,False,False,evening,False,True,0.0,0.3
19600,19600,rural,4,0.74,60,daylight,clear,True,False,evening,True,False,3.0,0.5
13098,13098,rural,3,0.72,25,daylight,foggy,False,False,evening,False,True,2.0,0.39
40773,40773,urban,2,0.8,60,daylight,rainy,False,True,evening,False,False,0.0,0.52
30645,30645,rural,2,0.04,45,daylight,foggy,False,False,evening,False,False,2.0,0.17
14657,14657,urban,2,0.73,35,daylight,foggy,True,False,afternoon,True,True,1.0,0.37
28573,28573,highway,4,0.02,25,daylight,foggy,True,False,afternoon,True,False,0.0,0.09
9320,9320,rural,1,0.47,45,dim,clear,True,False,morning,True,True,2.0,0.06
5746,5746,highway,1,0.86,60,daylight,foggy,False,True,afternoon,True,False,0.0,0.42
29968,29968,rural,2,0.71,45,daylight,rainy,False,False,evening,False,True,2.0,0.33
26119,26119,highway,1,0.39,45,dim,foggy,True,False,afternoon,True,False,0.0,0.25
38005,38005,highway,4,0.21,70,dim,rainy,False,False,afternoon,True,False,1.0,0.39
16554,16554,highway,3,0.28,25,dim,rainy,True,True,afternoon,True,False,1.0,0.14
38633,38633,urban,3,0.07,25,night,clear,True,True,evening,True,False,1.0,0.28
27268,27268,highway,2,0.7,35,night,rainy,True,True,afternoon,False,False,2.0,0.53
30516,30516,urban,1,0.95,35,daylight,foggy,False,True,morning,True,True,1.0,0.44
11360,11360,urban,2,0.59,60,daylight,rainy,False,False,afternoon,True,False,2.0,0.44
4403,4403,highway,4,0.99,35,dim,foggy,True,False,morning,True,True,3.0,0.59
34757,34757,urban,2,0.53,60,night,clear,False,True,afternoon,False,True,2.0,0.52
30242,30242,rural,4,0.62,25,night,rainy,True,False,morning,True,False,1.0,0.44
36694,36694,highway,1,0.59,35,night,rainy,False,False,evening,True,False,2.0,0.47
16020,16020,highway,1,0.98,25,night,foggy,True,False,morning,False,False,4.0,0.75
39527,39527,rural,3,0.3921,70,daylight,foggy,False,True,afternoon,False,False,1.0,0.39
41795,41795,urban,3,0.31,70,dim,foggy,True,False,morning,False,True,1.0,0.38
17753,17753,urban,1,0.65,35,daylight,rainy,False,False,afternoon,True,True,1.0,0.33
25796,25796,highway,2,0.67,45,night,rainy,True,True,morning,False,False,2.0,0.48
33782,33782,rural,3,0.73,60,night,clear,False,False,afternoon,True,True,2.0,0.64
7631,7631,rural,1,0.33,25,daylight,clear,False,True,evening,True,False,2.0,0.02
25242,25242,rural,3,0.9,70,dim,clear,True,True,evening,True,True,1.0,0.49
38301,38301,highway,3,0.07,35,daylight,foggy,True,False,evening,True,False,1.0,0.12
28011,28011,urban,2,0.44,60,dim,rainy,True,True,morning,True,False,1.0,0.42
21240,21240,rural,3,0.75,25,daylight,foggy,False,True,evening,False,True,1.0,0.32
36325,36325,highway,4,0.7,45,dim,clear,False,False,evening,False,True,2.0,0.19
38832,38832,highway,2,0.82,70,daylight,foggy,True,False,evening,True,True,2.0,0.43
33964,33964,highway,3,0.15,60,dim,foggy,False,False,afternoon,True,False,2.0,0.42
42040,42040,highway,4,0.27,35,dim,rainy,True,False,afternoon,False,True,0.0,0.19
21288,21288,rural,3,0.06,25,dim,foggy,True,False,afternoon,False,False,1.0,0.17
21359,21359,highway,3,0.82,35,night,clear,True,False,morning,True,True,0.0,0.42
1712,1712,urban,1,0.54,45,night,foggy,False,True,evening,True,True,3.0,0.61
29560,29560,rural,1,0.04,45,daylight,clear,False,False,afternoon,False,False,2.0,0.01
33252,33252,urban,4,0.32,35,daylight,foggy,False,True,evening,False,True,2.0,0.19
15857,15857,urban,4,0.71,70,dim,foggy,False,False,morning,False,True,1.0,0.62
5668,5668,urban,3,0.79,35,dim,rainy,True,False,evening,False,False,0.0,0.32
9376,9376,rural,3,0.31,45,daylight,rainy,False,True,evening,False,False,0.0,0.16
40107,40107,rural,1,0.04,45,dim,foggy,False,False,afternoon,True,True,1.0,0.15
4846,4846,rural,4,0.75,70,night,foggy,False,True,evening,True,True,1.0,0.69
9992,9992,urban,1,0.97,25,dim,clear,False,True,afternoon,True,False,2.0,0.35
36599,36599,highway,1,0.64,70,daylight,foggy,False,False,morning,False,False,1.0,0.53
17245,17245,urban,4,0.65,45,daylight,clear,False,False,afternoon,False,False,0.0,0.18
21065,21065,highway,3,0.71,60,dim,rainy,False,True,afternoon,True,False,1.0,0.58
292,292,urban,1,0.82,45,dim,clear,False,True,morning,False,False,2.0,0.21
20233,20233,rural,1,0.4,45,night,foggy,False,True,morning,True,False,1.0,0.35
31829,31829,highway,2,0.29,70,daylight,rainy,False,True,afternoon,True,False,2.0,0.42
17175,17175,highway,4,0.8,45,dim,foggy,True,True,morning,True,False,2.0,0.32
18008,18008,rural,3,0.67,45,night,rainy,False,False,afternoon,False,False,3.0,0.58
32753,32753,rural,2,0.66,45,daylight,rainy,True,False,evening,True,False,3.0,0.39
17101,17101,rural,1,0.39,70,daylight,foggy,False,True,afternoon,False,False,2.0,0.34
28642,28642,highway,4,0.88,25,dim,rainy,True,False,afternoon,False,False,1.0,0.32
11482,11482,rural,1,0.15,45,night,foggy,False,False,evening,False,True,1.0,0.39
30155,30155,urban,4,0.11,45,night,rainy,True,False,morning,True,True,1.0,0.3
22990,22990,highway,2,0.1,45,dim,rainy,True,True,morning,True,True,1.0,0.07
9951,9951,urban,4,0.09,45,night,foggy,False,False,evening,True,False,2.0,0.21
7880,7880,rural,4,0.6,35,dim,foggy,False,False,afternoon,False,False,1.0,0.31
21016,21016,urban,3,0.89,35,daylight,rainy,False,True,afternoon,False,True,1.0,0.3
16593,16593,urban,3,0.81,45,dim,rainy,False,False,afternoon,False,True,0.0,0.36
3644,3644,highway,4,0.29,35,dim,foggy,False,True,afternoon,False,False,0.0,0.28
10387,10387,rural,1,0.46,70,daylight,foggy,False,False,afternoon,False,False,2.0,0.41
43313,43313,highway,3,0.25,25,daylight,clear,False,False,evening,False,False,1.0,0.14
17531,17531,highway,4,0.22,35,dim,foggy,False,False,morning,True,True,2.0,0.14
2820,2820,highway,4,0.08,70,dim,foggy,True,False,evening,True,False,1.0,0.3
39895,39895,highway,1,0.1,35,dim,clear,True,True,afternoon,True,False,0.0,0.07
43340,43340,rural,4,0.95,60,night,clear,True,True,evening,True,True,2.0,0.72
42274,42274,highway,2,0.21,45,night,clear,True,True,morning,False,False,1.0,0.24
34750,34750,urban,2,0.37,70,dim,rainy,False,True,afternoon,True,False,1.0,0.45
35569,35569,rural,2,0.04,35,daylight,foggy,False,True,morning,False,False,1.0,0.19
30388,30388,rural,1,0.37,45,dim,foggy,True,False,evening,False,False,1.0,0.21
41983,41983,urban,4,0.53,25,night,rainy,True,False,evening,False,False,0.0,0.5
15341,15341,highway,2,0.19,45,night,foggy,False,True,morning,True,True,1.0,0.47
35159,35159,highway,1,0.32,25,night,clear,False,False,evening,True,False,0.0,0.2
17802,17802,highway,1,0.34,70,night,clear,False,True,afternoon,True,True,1.0,0.56
19628,19628,rural,4,0.42,70,dim,rainy,False,True,evening,True,True,1.0,0.43
39447,39447,rural,1,0.54,35,dim,rainy,True,False,afternoon,False,False,2.0,0.27
34737,34737,urban,4,0.18,70,night,foggy,False,False,morning,False,True,1.0,0.56
21834,21834,highway,4,0.53,70,dim,rainy,True,True,afternoon,False,True,2.0,0.48
28383,28383,urban,3,0.99,35,daylight,foggy,False,False,evening,False,False,3.0,0.54
20816,20816,urban,2,0.53,35,dim,rainy,False,True,afternoon,False,True,2.0,0.26
27426,27426,urban,4,0.93,60,night,foggy,False,False,afternoon,True,True,0.0,0.79
12233,12233,rural,4,0.42,70,dim,foggy,False,False,morning,True,True,1.0,0.42
31304,31304,urban,3,0.17,60,dim,clear,True,False,afternoon,True,False,0.0,0.18
32391,32391,highway,1,0.74,35,night,clear,True,True,morning,True,True,1.0,0.33
6132,6132,rural,4,0.27,45,daylight,rainy,True,False,evening,False,True,1.0,0.23
40110,40110,urban,2,0.34,35,night,clear,True,True,afternoon,False,False,1.0,0.36
20989,20989,rural,2,0.24,70,dim,clear,False,False,afternoon,True,False,0.0,0.2
22801,22801,rural,4,0.08,35,night,clear,False,True,morning,False,True,1.0,0.21
24280,24280,highway,2,0.73,60,daylight,foggy,False,True,morning,True,False,2.0,0.56
29261,29261,rural,4,0.66,45,dim,foggy,True,False,afternoon,False,True,2.0,0.37
39486,39486,rural,1,0.15,25,dim,foggy,True,False,evening,False,True,2.0,0.21
35232,35232,urban,1,0.49,60,daylight,rainy,False,True,afternoon,False,True,1.0,0.44
31152,31152,urban,4,0.13,25,dim,clear,True,True,morning,True,False,2.0,0.11
13444,13444,urban,3,0.74,35,daylight,rainy,False,True,morning,True,True,1.0,0.27
25599,25599,urban,1,0.97,35,daylight,clear,True,True,afternoon,False,False,2.0,0.3
35933,35933,highway,3,0.86,45,daylight,clear,False,True,evening,False,True,1.0,0.37
6748,6748,urban,1,0.22,35,dim,foggy,True,True,evening,True,False,1.0,0.12
31560,31560,rural,4,0.72,35,night,clear,False,False,afternoon,False,False,2.0,0.42
15619,15619,highway,3,0.89,25,dim,foggy,True,True,afternoon,False,False,2.0,0.34
38375,38375,highway,4,0.77,70,dim,clear,False,False,morning,False,False,1.0,0.51
8687,8687,highway,3,0.03,70,dim,rainy,False,True,afternoon,False,True,1.0,0.31
5112,5112,highway,1,0.65,25,daylight,foggy,False,True,evening,False,True,1.0,0.33
8644,8644,highway,4,0.43,45,dim,rainy,False,False,evening,True,False,2.0,0.21
15052,15052,urban,2,0.98,25,night,clear,False,True,afternoon,True,False,3.0,0.62
21576,21576,rural,2,0.38,70,dim,foggy,True,False,afternoon,False,False,1.0,0.42
20126,20126,rural,1,0.8,35,dim,foggy,True,False,evening,True,False,1.0,0.34
15935,15935,rural,1,0.61,60,night,rainy,True,True,morning,False,False,0.0,0.77
39413,39413,rural,2,0.56,60,dim,foggy,True,False,evening,True,False,1.0,0.48
16611,16611,rural,2,0.45,35,daylight,rainy,True,False,morning,True,True,2.0,0.17
17705,17705,rural,3,0.81,70,dim,foggy,True,False,afternoon,False,True,0.0,0.62
36854,36854,urban,2,0.43,45,daylight,rainy,True,False,afternoon,True,True,1.0,0.22
5881,5881,urban,3,0.65,70,daylight,clear,True,True,evening,True,True,2.0,0.29
7937,7937,highway,3,0.33,45,night,foggy,True,False,morning,False,False,1.0,0.2
29024,29024,urban,2,0.47,45,night,foggy,True,False,evening,True,False,0.0,0.42
32951,32951,urban,1,0.49,45,dim,foggy,False,False,morning,False,False,2.0,0.28
29199,29199,highway,3,0.42,60,dim,rainy,True,True,morning,False,False,2.0,0.39
20306,20306,highway,2,0.02,25,dim,foggy,True,True,afternoon,False,False,1.0,0.06
28992,28992,highway,1,0.4,25,dim,clear,False,False,morning,True,True,0.0,0.24
21360,21360,urban,4,0.19,60,daylight,clear,True,False,afternoon,False,False,1.0,0.29
1764,1764,urban,2,0.53,45,daylight,rainy,False,True,afternoon,False,True,0.0,0.3
7492,7492,highway,4,0.32,35,daylight,rainy,False,False,afternoon,True,False,0.0,0.22
3086,3086,highway,2,0.7,60,night,rainy,True,False,afternoon,True,True,0.0,0.65
35436,35436,rural,1,0.65,60,dim,rainy,True,True,morning,False,False,2.0,0.6
29674,29674,urban,3,0.26,70,daylight,foggy,True,False,afternoon,False,False,1.0,0.33
43447,43447,highway,1,0.66,25,daylight,clear,True,True,afternoon,True,False,1.0,0.18
360,360,urban,2,0.82,35,daylight,rainy,False,True,evening,False,False,2.0,0.39
12614,12614,urban,1,0.54,70,dim,foggy,False,True,morning,True,False,1.0,0.46
34830,34830,highway,1,0.37,35,night,foggy,True,True,evening,True,False,1.0,0.35
29276,29276,rural,3,0.24,60,daylight,foggy,True,False,afternoon,True,True,2.0,0.36
37911,37911,urban,4,0.68,45,daylight,foggy,False,True,afternoon,False,False,1.0,0.26
746,746,rural,2,0.72,35,daylight,rainy,True,False,morning,True,False,1.0,0.41
36744,36744,urban,1,0.44,35,dim,rainy,False,False,morning,True,False,2.0,0.28
6650,6650,rural,1,0.89,70,daylight,clear,False,True,evening,True,True,3.0,0.41
43321,43321,rural,4,0.41,45,daylight,rainy,False,False,afternoon,False,True,1.0,0.3
19632,19632,rural,4,0.63,35,dim,foggy,True,False,evening,False,True,1.0,0.34
25047,25047,urban,4,0.02,70,daylight,rainy,False,True,evening,False,False,0.0,0.32
35664,35664,rural,2,0.58,35,dim,foggy,True,True,evening,False,True,0.0,0.31
12562,12562,rural,1,0.84,45,night,clear,False,False,afternoon,True,True,0.0,0.38
8513,8513,highway,3,0.29,60,night,clear,True,False,afternoon,True,False,2.0,0.49
23601,23601,rural,1,0.68,35,dim,rainy,True,True,morning,True,False,1.0,0.24
15912,15912,rural,1,0.88,60,night,foggy,False,False,afternoon,False,True,3.0,0.78
25383,25383,rural,1,0.03,35,daylight,clear,False,False,afternoon,True,True,0.0,0.02
5273,5273,urban,2,0.62,70,dim,clear,True,True,evening,True,False,1.0,0.28
14630,14630,rural,3,0.14,35,daylight,clear,True,False,evening,False,False,1.0,0.05
14521,14521,highway,1,0.16,25,dim,clear,True,False,morning,True,True,1.0,0.05
6097,6097,highway,1,0.36,60,daylight,rainy,True,False,evening,False,True,1.0,0.34
42838,42838,highway,2,0.36,70,daylight,foggy,True,False,evening,True,True,2.0,0.44
40074,40074,urban,3,0.2967,35,dim,rainy,True,False,evening,True,True,2.0,0.19
42083,42083,highway,1,0.51,35,night,foggy,False,True,afternoon,False,True,0.0,0.56
30436,30436,rural,1,0.23,35,daylight,clear,True,True,evening,False,True,1.0,0.08
8705,8705,urban,2,0.13,25,daylight,clear,False,False,evening,False,True,2.0,0.04
14870,14870,highway,1,0.89,45,daylight,clear,True,True,evening,False,True,1.0,0.28
14923,14923,highway,3,0.49,25,dim,clear,False,False,evening,False,False,0.0,0.14
42616,42616,urban,1,0.56,45,daylight,rainy,True,False,morning,True,True,2.0,0.29
33420,33420,rural,4,0.8,25,daylight,foggy,False,True,evening,False,False,0.0,0.35
39847,39847,highway,1,0.76,45,dim,foggy,True,False,morning,True,True,1.0,0.4
30844,30844,highway,3,0.33,60,night,clear,False,True,evening,True,True,2.0,0.42
25364,25364,rural,4,0.53,60,daylight,rainy,False,False,morning,True,True,0.0,0.43
42401,42401,rural,1,0.27,60,daylight,rainy,True,True,morning,True,False,0.0,0.25
39521,39521,urban,3,0.68,45,night,foggy,False,True,morning,True,True,2.0,0.39
1241,1241,highway,1,0.17,25,night,clear,False,True,afternoon,False,True,1.0,0.26
1572,1572,urban,2,0.37,35,dim,clear,True,True,morning,True,True,1.0,0.05
21172,21172,urban,3,0.29,70,dim,clear,True,False,evening,True,True,0.0,0.29
40476,40476,rural,4,0.37,35,daylight,foggy,True,True,evening,True,False,1.0,0.17
9007,9007,urban,2,0.49,25,daylight,clear,True,True,afternoon,False,True,2.0,0.13
13241,13241,highway,3,0.35,25,night,rainy,False,True,evening,True,True,2.0,0.34
7447,7447,urban,1,0.67,70,night,clear,False,True,evening,False,False,2.0,0.55
5304,5304,rural,3,0.1,25,night,foggy,False,False,afternoon,False,False,0.0,0.34
40747,40747,highway,4,0.39,70,dim,rainy,False,False,evening,True,False,1.0,0.56
25120,25120,urban,3,0.56,25,dim,rainy,False,True,morning,False,False,2.0,0.38
38283,38283,highway,4,0.01,25,daylight,foggy,True,True,afternoon,False,False,2.0,0.12
22101,22101,highway,2,0.32,60,daylight,foggy,False,True,evening,False,False,1.0,0.44
26215,26215,rural,2,0.94,60,dim,rainy,True,True,afternoon,True,True,2.0,0.59
33144,33144,urban,1,0.81,25,daylight,foggy,False,False,evening,False,True,1.0,0.32
7271,7271,highway,3,0.62,25,daylight,rainy,False,True,afternoon,True,True,1.0,0.3
22060,22060,highway,1,0.39,25,dim,foggy,False,True,afternoon,False,True,2.0,0.23
13452,13452,urban,4,0.23,35,night,clear,False,False,morning,True,False,1.0,0.33
23741,23741,highway,2,0.7,70,dim,foggy,True,True,morning,True,False,1.0,0.47
30438,30438,urban,2,0.16,25,dim,rainy,False,False,evening,False,True,2.0,0.16
12085,12085,urban,1,0.97,45,daylight,foggy,False,True,evening,False,False,0.0,0.42
23712,23712,urban,1,0.63,25,daylight,clear,True,False,morning,True,False,2.0,0.17
